tipologradouro_1,tipologradouro_2,logradouro_1,logradouro_2,bairro_1,bairro_2,municipio_1,municipio_2,rua,bairro
,,ARMANDO GIANINI,JOSE BUSO,JARDIM MEXICO,SANTO ANTONIO,ITATIBA,ITATIBA,0,0
,,BENEDITO GODOY DE CAMARGO,AVENIDA BENEDITO DE GODOY CAMARGO,JOAO MAGGI,NUCLEO RESIDENCIAL,ITATIBA,ITATIBA,1,0
,,RUA PAULINHO ALVES RIBEIRO,PAULINHO ALVES RIBEIRO,PARQUE AMERICA,PQ AMERICA,ITU,ITU,1,1
,RUA,RUA OCTAVIO SBRISSA N 121,OCTAVIO SBRISSA,JARDIM AEROPORTO,JARDIM AEROPORTO,ITU,ITU,1,1
,OUTROS,WALDEMAR TAVERNARO,A RUA WALDEMAR TAVERNARO,RESIDENCIAL RIO ARA,JARDIM ARAGUAIA,ITU,ITU,1,0
,,SAO CLEOFAS,SAO CLEOFAS,JARDIM BOM RETIRO,JARDIM BOM RETIRO,SALTO,SALTO,1,1
RUA,,R PADRE JOAQUIM DO CANTO,PADRE JOAQUIM DO CANTO,NOVA PIRACICABA,NOVA PIRACICABA,PIRACICABA,PIRACICABA,1,1
RUA,,GENERAL OSORIO,GENERAL OSORIO,CENTRO,CENTRO,SANTA BARBARA D'OESTE,SANTA BARBARA D'OESTE,1,1
,RUA,CAETES,DOS CAETES,NOVA AMERICANA,NOVA AMERICANA,AMERICANA,AMERICANA,1,1
RUA,RUA,JUDAS ISGOROGOTA,JUDAS ISGOROGOTA,ANTONIO ZANAGA,ZANAGA II,AMERICANA,AMERICANA,1,1
FAZENDA,OUTROS,PARAGUASSU,BL LDR KEMP BRO BOIADEIRO,ZONA RURAL,RURAL,IRACEMAPOLIS,IRACEMAPOLIS,0,1
,OUTROS,01:00,01:00,VILA APARECIDA,VILA APARECIDA,RIO CLARO,RIO CLARO,1,1
,,HILARIO MARTINS DIAS,R HILARIO MARTINS DIAS,CIDADE ARACY,CIDADE ARACY,SAO CARLOS,SAO CARLOS,1,1
,,HUGO DE CAMPOS MARTINS,HUGO DE CAMPOS MARTINS,JARDIM JOSE OMETTO,JOSE OMETTO II,ARARAS,ARARAS,1,1
RUA,OUTROS,R CEL JOSE LEME FRANCO,CORONEL JOSE LEME FRANCO,CENTRO,CENTRO,LEME,LEME,1,1
,,FERNANDO ADANI,FERNANDO ADANI,VILA SAO PEDRO,SAO PEDRO,PIRASSUNUNGA,PIRASSUNUNGA,1,1
,,ORLANDO BATISTA,DANTE VICENTE DANTE,MARTIN FRANCISCO,MARTIM FRANCISCO,MOGI MIRIM,MOGI MIRIM,0,1
,RUA,RUA JOSE ANDREOLLI,JOSE ANDREOLLI,JARDIM CALIFORNIA,JARDIM CALIFORNIA,RIBEIRAO PRETO,RIBEIRAO PRETO,1,1
,RUA,DR CELIO NEY DE LIMA,DR.CELIO NEY DE LIMA,GERALDO CORREA,GERALDO DE CARVALHO,RIBEIRAO PRETO,RIBEIRAO PRETO,1,1
,,R OTELO ORLANDI,RUA OTELO ORLANDI,JD PROCOPIO FERRAZ,JARDIM PROCOPIO,RIBEIRAO PRETO,RIBEIRAO PRETO,1,1
,,R HERON DOMINGUES,HERON DOMINGUES,PARQUE SAO SEBASTIA,PQ SAO SEBASTIAO,RIBEIRAO PRETO,RIBEIRAO PRETO,1,1
RUA,,AFONSO PENA,AFONSO PENA,CIDADE NOVA,CIDADE NOVA,FRANCA,FRANCA,1,1
RUA,RUA,R SAO SEBASTIAO DO PARAISO,R SAO SEBASTIAO DO PARAISO,JARDIM FRANCANO,JARDIM FRANCANO,FRANCA,FRANCA,1,1
RUA,,RUBIAO JUNIOR,RUBIAO JUNIOR,CENTRO,CENTRO,BEBEDOURO,BEBEDOURO,1,1
AVENIDA,AVENIDA,ALBERTO SANTOS DUMONT,ALBERTO SANTOS DUMONT,JD SANTA ROSA,JARDIM SANTA ROSA,ARARAQUARA,ARARAQUARA,1,1
,RUA,SUICA,SUICA,VILA N SRA FATIMA,VILA N SRA DE FATIM,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,1,1
RUA,RUA,NORUEGA,NORUEGA,JD ALTO RIO PRETO,BOA VISTA,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,1,1
,,R BURITAMA,RUA BURITAMA,ELDORADO,ELDORADO,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,1,1
,,AV DANILO GALEAZZI,R CESAR PUPIM,JD CAPARROZ,JD JULIANA,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,0,0
,,ILHEUS,ILHEUS,SAO FRANCISCO,S FRANCISCO,CATANDUVA,CATANDUVA,1,1
,,ADELAR MACHADO,ADELAR MACHADO,JARDIM SANTA ROSA,JD SANTA ROSA,MATAO,MATAO,1,1
,,SIQUEIRA CAMPOS,R SIQUEIRA CAMPOS,JD PEROLA,NV.JD. STABILE,BIRIGUI,BIRIGUI,1,0
,,PEDRO SAN MIGUEL,PEDRO SAO MIGUEL,PEDRO SAN MIGUEL,PRIMAVERA,BIRIGUI,BIRIGUI,1,0
,,R GLICERIO,R GLICERIO,SAO JOSE,VILA SAO JOSE,LINS,LINS,1,1
,,R JOSE CLEMENTE DE LIMA,R CLEMENTE LIMA,SANTA CECILIA,JD SANTA CECILIA,ANDRADINA,ANDRADINA,1,1
,,RUA HUGO PASCOLAT,HUGO PASCOLAT,JD.STA.TEREZA,JD SAO CAETANO,JAU,JAU,1,0
RUA,,SALVADOR DE TOLEDO,SALVADOR DE TOLEDO,VILA NOVA,VILA NOVA,BARRA BONITA,BARRA BONITA,1,1
,RUA,HELIO LAVAGNINI,HELIO LAVAGNINI,JARDIM NACIONAL,JARDIM NACIONAL,MARILIA,MARILIA,1,1
,,ADAO PEREIRA DE CAMARGO,ADAO PEREIRA DE CAMARGO,VILA BARAO,JARDIM AEROPORTO,SOROCABA,SOROCABA,1,0
,,JOSE RAIMUNDO DE ANDRADE,JOSE RAYMUNDO DE ANDRADE,EDEN,EDEN,SOROCABA,SOROCABA,1,1
,,CARLOS CALDINI,CARLOS CALDINI,VILA GARCIA,JARDIM DANIEL ANTON,VOTORANTIM,VOTORANTIM,1,0
,,GERTRUDES MARIA DA CONCEICAO,GERTRUDES MARIA DA CONCEICAO,VILA SAO PAULO,VILA SAO PAULO,TATUI,TATUI,1,1
,RUA,CARLOS ROBERTO FABIO,R ANGELO ANTONIO PAPA,JD PARAISO II,JARDIM PARAISO,BOTUCATU,BOTUCATU,0,1
RUA,,PRIMO CASALI,PRIMO CASALI,,NL LUIZ ZILO,LENCOIS PAULISTA,LENCOIS PAULISTA,1,
RUA,RUA,PADRE JOSE JULIANETTI,PADRE JOSE JULIANETTI,CENTRO,CENTRO,SAO PEDRO DO TURVO,SAO PEDRO DO TURVO,1,1
,CHACARA,CHACARA HOR KM 3 ROD P PTE PIRAPOZINHO,RECREIO PALMERENSE 5,,AEROPORTO,PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,0,0
AVENIDA,,ARGEMIRO GERALDO,RUA ARGEMIRO GERALDO,CONJUNTO RESIDENCIA,CONJUNTO RESIDENCIA,OURINHOS,OURINHOS,1,1
,,MONTEIRO LOBATO,MONTEIRO LOBATO,VL PERINO,VILA PERINO,OURINHOS,OURINHOS,1,1
,,CEARA,CEARA,PCA DA BANDEIRA,PRACA DA BANDEIRA,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,RUA,SANTA LUISA,SANTA LUISA,MARACANA,MARACANA,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,VIANA DRUMOND,VIANA DRUMOND,VILA ISABEL,VILA ISABEL,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,R BORDA DO MATO,RUA BORDA DO MATO,GRAJAU,GRAJAU,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,DOUTOR NAPOLEAO LAUREANO,DOUTOR NAPOLEAO LAUREANO,ENGENHO DE DENTRO,ENGENHO DE DENTRO,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,MARECHAL AGUIAR,NOVE,TUIUTI,BENFICA,RIO DE JANEIRO,RIO DE JANEIRO,0,0
,RUA,R DONA DARCY VARGAS,DONA DARCI VARGAS,SAO CRISTOVAO,SAO CRISTOVAO,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,BARTOLOMEU DE GUSMAO,R VISC DE NITEROI,MANGUEIRA,MANGUEIRA,RIO DE JANEIRO,RIO DE JANEIRO,0,1
,,VISCONDE DE NITEROI,VISC DE NITEROI,CENTRO,,RIO DE JANEIRO,RIO DE JANEIRO,1,
,RUA,R VINTE E QUATRO DE MAIO,VINTE E QUATRO DE MAIO,ENGENHO NOVO,ENGENHO NOVO,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,VIA C 8,C8,MARE,MARE,RIO DE JANEIRO,RIO DE JANEIRO,1,1
RUA,,SANTO AGRIPINO,BORGES,IRAJA,COLEGIO,RIO DE JANEIRO,RIO DE JANEIRO,0,0
,,ALMIRANTE ISAIAS DE NORONHA,ALMIRANTE ISAIAS DE NORONHA,CORDOVIL,VILA DA PENHA,RIO DE JANEIRO,RIO DE JANEIRO,1,0
,,R S FERNANDO,SAO FERNANDO,CASCADURA,CASCADURA,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,FONTINHA,DA FONTINHA,BENTO RIBEIRO,BENTO RIBEIRO,RIO DE JANEIRO,RIO DE JANEIRO,1,1
RUA,,CALUMBI,CALUMBI,IRAJA,IRAJA,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,RUA,TRAV LUIZ MACHADO,RUA JOSE MACHADO,V LOBO,IRAJA,RIO DE JANEIRO,RIO DE JANEIRO,0,0
,,EMBAIBA,EMBAIBA,VICENTE DE CARVALHO,VICENTE DE CARVALHO,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,MANUEL CORREIA,MANOEL CORREA,PIEDADE,PIEDADE,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,RUA LUIS BARBALHO,LUIS BARBALHO,ROCHA MIRANDA,ROCHA MIRANDA,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,ROMEU CASA GRANDE,ROMEU CASAGRANDE,ANCHIETA,ANCHIETA,RIO DE JANEIRO,RIO DE JANEIRO,1,1
RUA,,SANTO EXPEDITO,RUA SANTO EXPEDITO,MAGALHAE BASTOS,MAGALHAES BASTOS,RIO DE JANEIRO,RIO DE JANEIRO,1,1
RUA,,JORNALISTA MARQUES LISBOA,JORNALISTA MARQUES LISBOA,REALENGO,REALENGO,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,JOAO HAMMES,R JOAO HAMMES,BANGU,BANGU,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,RUA,CESAR BAHAR SN,CESAR BAHAR,BANGU,RIO DA PRATA BANG,RIO DE JANEIRO,RIO DE JANEIRO,1,0
,,JOAO TRAVASSOS,JOAO TRAVASSOS,BANGU,BANGU,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,RUA,BOA UNIAO,BOA UNIAO,BANGU,BANGU,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,AVENIDA,DAS AMERICAS,DAS AMERICAS,BARRA DA TIJUCA,BARRA DA TIJUCA,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,ESTRADA,DO GUERENGUE,ESTRADA DO GUERENGUE,TAQUARA,TAQUARA,RIO DE JANEIRO,RIO DE JANEIRO,1,1
RUA,,MANUEL VIEIRA,MANUEL VIEIRA,TANQUE,TANQUE,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,XINGU,XINGU,FREGUESIA,FREGUESIA JACAREPAG,RIO DE JANEIRO,RIO DE JANEIRO,1,1
RUA,,R RENATO DIAS MOREIRA,DO CURIPO,GARDENEA AZUL,JARDIM ANIL,RIO DE JANEIRO,RIO DE JANEIRO,0,0
,,BOCAIUVA CUNHA,BOCAIUVA CUNHA,GARDENIA AZUL,GARDENIA AZUL,RIO DE JANEIRO,RIO DE JANEIRO,1,1
RUA,,BAUHINEAS DA PENINSULA,BAUHINEAS DA PENINSULA,BARRA DA TIJUCA,BARRA DA TIJUCA,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,RUA,DOS BANDEIRANTES,ESTRADA DOS BANDEIRANTES,VARGEM PEQUENA,VARGEM PEQUENA,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,RUA,AV MALIBU,R MALIBU,BARRA DA TIJUCA,BARRA DA TIJUCA,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,ROGERIO KARP,ROGERIO KARP,RECREIO DOS BANDEIR,RECREIO DOS BANDEIR,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,TENENTE AGENOR BRITO,TENENTE AGENOR BRITO,SENADOR VASCONCELOS,SENADOR VASCONCELOS,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,ISALTINO DE ANDRADE,R ISALTINO ANDRADE,SENADOR VASCONCELOS,SENADOR VASCONCELOS,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,DA GROTA FUNDA,ESTRADA DA GROTA FUNDA,ILHA DE GUANABARA,GUARATIBA,RIO DE JANEIRO,RIO DE JANEIRO,1,1
RUA,,CEREJA,CEREJA,GUARATIBA,GUARATIBA,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,RUA,VERGEL,VERGEL,CAMPO GRANDE,VILA NOVA,RIO DE JANEIRO,RIO DE JANEIRO,1,0
,,R GAL OLIMPIO,GENERAL OLIMPIO,SANTA CRUZ,SANTA CRUZ,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,R JOSE FERNANDES,JOSE FERNANDES,SEPETIBA,SEPETIBA,RIO DE JANEIRO,RIO DE JANEIRO,1,1
,,JOAO XXIII RUA 16,TEOTONIO DA CRUZ SANTOS,SANTA CRUZ,SANTA CRUZ,RIO DE JANEIRO,RIO DE JANEIRO,0,1
RUA,RUA,HIPOLITO TRTAVASSOS,R HIPOLITO TRAVASSOS,FRADE,FRADE,ANGRA DOS REIS,ANGRA DOS REIS,0,1
,,AVENIDA VISCONDE DO RIO BRANCO,VISCONDE DO RIO BRANCO,CENTRO,CENTRO,NITEROI,NITEROI,1,1
,RUA,TENENTE OSORIO,TENENTE OSORIO,FONSECA,FONSECA,NITEROI,NITEROI,1,1
,,RUA DOUTOR ARY MIRANDA,RUA DOUTOR ARI MIRANDA,CUBANGO,CUBANGO,NITEROI,NITEROI,1,1
,,RICARDINA OZORIO LOTE 4 QUADRA B,RICARDINA OSORIO,ITITIOCA,ITITIOCA,NITEROI,NITEROI,1,1
,,NILO PECANHA,SEBASTIAO,SAPE,SAPE,NITEROI,NITEROI,0,1
,,DI CAVALCANTI,DI CAVALCANTI,SAPE,SAPE,NITEROI,NITEROI,1,1
,,RUA PORTO,DO PORTO,VARZEAS DAS MOCAS,VARZEA DAS MOCAS,NITEROI,NITEROI,1,1
,,EURICO ARAGAO,EURICO ARAGAO,PIRATININGA,CAFUBA PIRATINGA,NITEROI,NITEROI,1,1
OUTROS,,ANTONIO PAIS,R ANTONIO PAES,CENTRO,LUZ - CENTRO,SAO PAULO,SAO PAULO,1,1
OUTROS,OUTROS,BENEFICENCIA PORTUGUESA,BENEFICENCIA PORTUGUESA,CENTRO,CENTRO,SAO PAULO,SAO PAULO,1,1
,,SOLON,SOLON,BOM RETIRO,BOM RETIRO,SAO PAULO,SAO PAULO,1,1
,,MAJOR SERTORIO,MAJOR SERTORIO,REPUBLICA,VILA BUARQUE,SAO PAULO,SAO PAULO,1,0
RUA,,MARIA ANTONIA,MARIA ANTONIA,VILA BUARQUE,VILA BUARQUE,SAO PAULO,SAO PAULO,1,1
,,PAULISTA,PAULISTA,BELA VISTA,BELA VISTA,SAO PAULO,SAO PAULO,1,1
,,CONSELHEIRO RAMALHO,RUA CONS RAMALHO,BELA VISTA,BELA VISTA,SAO PAULO,SAO PAULO,0,1
AVENIDA,ALAMEDA,AV BRIGADEIRO LUIS ANTONIO,SANTOS,,JD PAULISTA,SAO PAULO,SAO PAULO,0,0
RUA,,EIRAS GARCIA,EIRAS GARCIA,VILA MONUMENTO,VILA MONUMENTO,SAO PAULO,SAO PAULO,1,1
,,RUA DOS GUARINOS,DOS GUARINOS,VILA EDE,VILA EDE,SAO PAULO,SAO PAULO,1,1
RUA,OUTROS,RUA FLORIANO DE GODOI,FLORIANO DE GODOI,JARDIM BRASIL (ZONA,JARDIM BRASIL,SAO PAULO,SAO PAULO,1,1
,,R DOUTOR NICOLINO MORENA,DOUTOR NICOLINO MORENA,,VILA CONSTANCA,SAO PAULO,SAO PAULO,1,0
RUA,,COMENDADOR ARMANDO PEREIRA,COMENDADOR ARMANDO PEREIRA,TREMEMBE,TREMEMBE,SAO PAULO,SAO PAULO,1,1
RUA,RUA,R RAMAL DOS MENEZES,RAMAL DOS MENEZES,LAUZANE,VILA ROMERO,SAO PAULO,SAO PAULO,1,0
RUA,RUA,CAMPO COMPRIDO,CAMPO COMPRIDO,VILA ROMERO,VILA ROMERO,SAO PAULO,SAO PAULO,1,1
,RUA,JOAO RUDGE,JOAO RUDGE,CASA VERDE,CASA VERDE,SAO PAULO,SAO PAULO,1,1
RUA,,ANTONIO JOAO,ANTONIO JOAO,SITIO DO MORRO,CASA VERDE,SAO PAULO,SAO PAULO,1,0
,,BRASILUSO LOPES,RUA BRASILUSO LOPES,JARDIM PERI,JARDIM PERI,SAO PAULO,SAO PAULO,1,1
,,GIACOMO DELLA PORTA,RUA GIACOMO DELLA PORTA,JARDIM GUARANI,JARDIM GUARANI,SAO PAULO,SAO PAULO,1,1
,RUA,RUA ANDRE MAIA,ANDRE MAIA,PIRITUBA,VILA PEREIRA BARRET,SAO PAULO,SAO PAULO,1,0
AVENIDA,AVENIDA,DOUTOR JOSE MANIERO,DOUTOR JOSE MANIERO,JARAGUA,JARAGUA,SAO PAULO,SAO PAULO,1,1
RUA,,COTONIFICIO ADELINA,COTONIFICIO ADELINA,BELENZINHO,BELENZINHO,SAO PAULO,SAO PAULO,1,1
RUA,,ENGENHEIRO REINALDO CAJADO,ENGENHEIRO REYNALDO CAJADO,BELEM,ENGENHEIRO REYNALDO,SAO PAULO,SAO PAULO,1,0
,,CESARIO GALERO,CESARIO GALERO,TATUAPE,TATUAPE,SAO PAULO,SAO PAULO,1,1
RUA,,DOUTOR ROBERTO FEIJO,OLIVEIRA GOUVEIA,VILA PRUDENTE,VL PRUDENTE,SAO PAULO,SAO PAULO,0,1
,,DAS TULIPAS,R DAS TULIPAS,VILA L CIA,VILA LUCIA,SAO PAULO,SAO PAULO,1,1
RUA,RUA,CUIABA,CUIABA,ALTO DA MOOCA,ALTO DA MOOCA,SAO PAULO,SAO PAULO,1,1
OUTROS,RUA,SANTANA DO ARAGUAIA,SANTANA DO ARAGUAIA,SANTANA DO ARAGUAIA,JD INDEPENDENCIA,SAO PAULO,SAO PAULO,1,0
RUA,,CEL LUIS AMERICANO,FERNANDES PINHEIRO,TATUAPE,TATUAPE,SAO PAULO,SAO PAULO,0,1
,RUA,HERCILIA,HERCILIA,VILA MATILDE,VILA MATILDE,SAO PAULO,SAO PAULO,1,1
,RUA,ADANA,ADANA,JARDIM ARIZE,VILA MATILDE,SAO PAULO,SAO PAULO,1,0
OUTROS,,GULHERME RUDGE,GUILHERME RUDGE,VL SAO GERALDO,VILA SAO GERALDO,SAO PAULO,SAO PAULO,1,1
RUA,,JOSE DE ANTONIO,RUA JOSEDE ANTONIO,V. FIDELIS RIBEIRO,VILA BUENOS AIRES,SAO PAULO,SAO PAULO,1,1
RUA,RUA,BOCAIUVA,BOCAIUVA,JARDIM NORDESTE,JARDIM NORDESTE,SAO PAULO,SAO PAULO,1,1
RUA,,PEROVA,RUA PEROVA,JARDIM JAU,JARDIM JAU (ZONA LE,SAO PAULO,SAO PAULO,1,0
,,MAESTRO VASCONCELOS CHAVES,MAESTRO VASCONCELOS CHAVES,VILA RUI BARBOSA,CANGAIBA,SAO PAULO,SAO PAULO,1,0
RUA,,JOAO MARCELINO DE SOUZA GONZAGA,JOAO MARCELINO DE SOUZA GONZAGA,PARQUE BOTURUSSU,ERM MATARAZZO,SAO PAULO,SAO PAULO,1,0
,,AFONSO MOREIRA PENA,AFONSO MOREIRA PENA,VILA PARANAGUA,ERMELINO MATARAZO,SAO PAULO,SAO PAULO,1,0
,,R CORALINA,CORALINA,JARDIM MATARAZZO,JD MATARAZZO,SAO PAULO,SAO PAULO,1,1
,,IVO TEMPORIM,IVO TEMPORIM,JARDIM TANGO,JD SANTO EDUARDO,SAO PAULO,SAO PAULO,1,0
TRAVESSA,,JEAN GABIN,JEAN GABIN,FAZENDA DA JUTA,FAZENDA DA JUTA,SAO PAULO,SAO PAULO,1,1
RUA,,LUIZ GOIS,LUIZ GOES,,VL MARIANA,SAO PAULO,SAO PAULO,1,0
,,R ACARAPE,ACARAPE,,CHACARA INGLESA,SAO PAULO,SAO PAULO,1,0
AVENIDA,,BOSQUE DA SAUDE,AV BOSQUE DA SAUDE,CENTRO,SAUDE,SAO PAULO,SAO PAULO,1,0
,,MONTE SANTO DE MINAS,MONTE SANTO DE MINAS,CURSINO,CURSINO,SAO PAULO,SAO PAULO,1,1
RUA,,ENGENHEIRO EDGAR AUTRAN,R ENGENHEIRO EDGAR AUTRAN,JARDIM MARIA ESTELA,JD MARIA ESTELA,SAO PAULO,SAO PAULO,1,1
AVENIDA,,ALBERTO FONTANA,ALBERTO FONTANA,JD CELESTE,JD CELESTE,SAO PAULO,SAO PAULO,1,1
,,NATALI,NATALI,CIDADE NOVA HELIOPO,HELIOPOLIS,SAO PAULO,SAO PAULO,1,1
RUA,,DAMAS DA SOCIEDADE,DAMA DA SOCIEDADE,CID N HELIOPOLIS,CD NOVA HELIOPOLIS,SAO PAULO,SAO PAULO,1,1
,,AURANTINA,AURANTINA,SACOMA,SACOMA,SAO PAULO,SAO PAULO,1,1
RUA,RUA,DESCAMPADO,R DESCAMPADO,VILA VERA,VILA VERA,SAO PAULO,SAO PAULO,1,1
RUA,,JOAO ANTONIO SOBRINHO,RUA JOAO ANTONIO SOBRINHO,VILA BABILONIA,VILA BABILONIA,SAO PAULO,SAO PAULO,1,1
,,ALAMEDA CONDE,AVENIDA ALDA,JARDIM CASTELO,ELDORADO,SAO PAULO,SAO PAULO,0,0
,RUA,BERTRAN,GRAUNA,IBIRAPUERA,VILA UBERABINHA,SAO PAULO,SAO PAULO,0,0
,,PADRE ANTONIO JOSE DOS SANTOS,RUA CONCEICAO DE MONTE ALEGRE,CIDADE MONCOES,BROOKLIN NOVO,SAO PAULO,SAO PAULO,0,0
RUA,RUA,LACEDEMONIA,LACEDEMONIA,VILA ALEXANDRIA,JARDIM BRASIL,SAO PAULO,SAO PAULO,0,0
RUA,,R SEBASTIAO ANDRADE BONANI,R SEBASTIAO ANDRADE BONANI,JARDIM PUDENCIA,JD.PRUDENCIA,SAO PAULO,SAO PAULO,1,0
AVENIDA,,NOSSA SENHORA DO SABARA,AV NOSSA SENHORA DO SABARA,JD MARAJOARA,VILA SOFIA,SAO PAULO,SAO PAULO,1,0
,,GERVASIO BOTELHO,DA PAZ,AMERICANOPOLIS,CAPAO REDONDO,SAO PAULO,SAO PAULO,0,0
RUA,,JOSE RIBEIRO JUNQUEIRA,JOSE RIBEIRO JUNQUEIRA,JD COLONIAL,JD COLONIAL,SAO PAULO,SAO PAULO,1,1
,,CLAUDIO ARTARIA,R CLAUDIO ARTARIA,CHAC GAIVOTAS,CHACARA GAIVOTAS,SAO PAULO,SAO PAULO,1,1
,,GENERAL JOSE CORREA,GENERAL JOSE CORREA,CH COCAIA,CHACARA COCAIA,SAO PAULO,SAO PAULO,1,1
,,BENEDITO SCHUNK,DA GRANJA,SITIO REPRESA,CIPO DO MEIO,SAO PAULO,SAO PAULO,0,0
,,MARSALA,MARSALA,PQ BOLOGNE,PQ BOLOGNIA,SAO PAULO,SAO PAULO,1,1
,,JUNDIACANGA,JUNDIACANGA,CIDADE IPAVA,CIDADE IPAVA,SAO PAULO,SAO PAULO,1,1
RUA,,MOTA PAES,PAUMERI,VILA IPOJUCA,VILA ROMANA,SAO PAULO,SAO PAULO,0,0
,,ANTONIO CARLOS FERREIRA,R ANTONIO CARLOS FERREIRA,CHACARA INGLESA,PIRITUBA,SAO PAULO,SAO PAULO,1,0
,,CANDIDO AFONSO CAMARGO,R S LUIZ TRAV PARTICULAR,PERUS,V INACIO,SAO PAULO,SAO PAULO,0,0
,OUTROS,ILHA DO FRADE,ILHA DO FRADE,PERUS,RECANTO DOS HU,SAO PAULO,SAO PAULO,1,0
,,R QUERO QUERO,QUERO QUERO,JAGUARE,JAGUARE,SAO PAULO,SAO PAULO,1,1
,OUTROS,R DR:AIRES MARTINS TORRES,DOUTOR AIRES MARTINS TORRES,JAGUARE,,SAO PAULO,SAO PAULO,1,0
,RUA,RUA CARIVALDINA BARBOSA LIMA,CARIVALDINA BARBOSA DE LIMA,,BUTANTA,SAO PAULO,SAO PAULO,1,0
,,PINHEIROS,PINHEIROS,PINHEIROS,PINHEIROS,SAO PAULO,SAO PAULO,1,1
,,NICOLAU PEREIRA LIMA,DR ERNANI DA GAMA CORREA,CONJUNTO RESIDENCIA,BUTANTA,SAO PAULO,SAO PAULO,0,0
RUA,,ALERINA,ALERINA,VILA PREL,VILA PRELL,SAO PAULO,SAO PAULO,1,1
RUA,RUA,DOUTOR JOSE SERRA RIBEIRO,DOUTOR JOSE SERRA RIBEIRO,JARDIM GERMANIA,JARDIM GERMANIA,SAO PAULO,SAO PAULO,1,1
,,JOAO VALERA GOMES,JOAO VALEIRA GOMES,JD IMBE,JARDIM IMBE,SAO PAULO,SAO PAULO,1,1
,RUA,PROFESSOR ANTONIO AUSTREGESILO,PROFESSOR ANTONIO AUSTREGESILIO,JD BOA ESPERANCA,JD BOA ESPERANCA,SAO PAULO,SAO PAULO,1,1
,,DO FOSFORO,TR DO FOSFORO,JD MADALENA,JD MAGDALENA,SAO PAULO,SAO PAULO,1,1
,RUA,DONA TEREZA CRISTINA,AV AYRTON SENNA,JD DABRIL,JD D ABRIL,OSASCO,OSASCO,0,1
RUA,,S BENTO,SAO BENTO,VL YOLANDA,VL YOLANDA,OSASCO,OSASCO,1,1
,AVENIDA,AVENIDA JOAO DE ANDRADE,JOAO DE ANDRADE,SANTO ANTONIO,SANTO ANTONIO,OSASCO,OSASCO,1,1
,,FREI EUSEBIO MATOS GUERRA,R FREI EUSEBIO DE MATOS GUERRA,JD NOVA PRIMAVERA,VELOSO,OSASCO,OSASCO,1,0
CONDOMINIO,,RUA GENERAL FLORENCIO,GENERAL FLORENCIO,SAO PEDRO,GENERAL FLORENCIO,OSASCO,OSASCO,1,0
,,MINAS GERAIS,RUA MINAS GERAIS,ROCHDALE,ROCHEDALE,OSASCO,OSASCO,1,0
,,DOS SALMOS,RUA: DOS SALMOS.,I A P I,JD. CANAA,OSASCO,OSASCO,1,0
,RUA,AQUILINO ALVES DE SOUZA,AQUILINO ALVES DE SOUZA,PORTAL I,PORTAL D OESTE 1,OSASCO,OSASCO,1,1
,,R CEL MARTINHO ROSSI,CORONEL MARTINHO ROSSI,STA TEREZINHA,S TEREZINHA,CARAPICUIBA,CARAPICUIBA,1,1
,,IPIXUNA,RUA IPIXUNA,VILA MENK,VILA MENK,CARAPICUIBA,CARAPICUIBA,1,1
AVENIDA,AVENIDA,HENRIQUE GONCALVES BAPTISTA,HENRIQUE GONCALVES BAPTISTA,JARDIM BELVAL,JD BELVAL,BARUERI,BARUERI,1,1
,,AL ARAGUAIA,ARAGUAIA,ALPHAVILLE,ALPHAVILLE,BARUERI,BARUERI,1,1
